Date,Transaction Type,Name,Memo/Description,Split,Amount,Balance
09/20/2021,Expense,Zoom,Mike ross,Credit Card - Ramp,153.75,20008660.12
09/20/2021,Credit Card Payment,,RAMP BUSINESS CO,Credit Card - Ramp,-5212.51,20003447.61
09/20/2021,Credit Card Payment,,RAMP BUSINESS CO,Account1,-5212.51,19998235.1
09/21/2021,Expense,Browse AI,,Tools & Subscription - G&A,99,19998334.1
09/21/2021,Expense,Browse AI,Harvey Spector,Credit Card - Ramp,99,19998433.1
09/21/2021,Expense,Browse AI,,Tools & Subscription - G&A,99,19998532.1
09/21/2021,Expense,Browse AI,,Tools & Subscription - G&A,99,19998631.1
09/21/2021,Expense,Browse AI,,Tools & Subscription - G&A,99,19998730.1
09/21/2021,Expense,Browse AI,Harvey Spector,Credit Card - Ramp,99,19998829.1
09/21/2021,Expense,Browse AI,Harvey Spector,Credit Card - Ramp,99,19998928.1
09/22/2021,Expense,Income Capitals ,Income Capitals ,laptop - Macbook,-2281.65,19996646.45
09/22/2021,Expense,Dovetail,Harvey Spector,Credit Card - Ramp,125,19996771.45
09/22/2021,Expense,Income Capitals ,Income Capitals ,laptop - Macbook,-2281.65,19994489.8
09/22/2021,Expense,Dovetail,Harvey Spector,Credit Card - Ramp,125,19994614.8
09/22/2021,Expense,Dovetail,,Tools & Subscription - G&A,125,19994739.8
09/22/2021,Expense,Dovetail,,Tools & Subscription - G&A,125,19994864.8
09/22/2021,Expense,Income Capitals ,"Income Capitals , Pradeep Laptop Reimb",Account1,2281.65,19997146.45
09/22/2021,Expense,Dovetail,,Tools & Subscription - G&A,125,19997271.45
09/22/2021,Expense,Income Capitals ,"Income Capitals , Pradeep Laptop Reimb",Account1,2281.65,19999553.1
09/22/2021,Expense,Dovetail,Harvey Spector,Credit Card - Ramp,125,19999678.1
09/22/2021,Expense,Dovetail,,Tools & Subscription - G&A,125,19999803.1
09/22/2021,Expense,Income Capitals ,"Income Capitals , Pradeep Laptop Reimb",Account1,2281.65,20002084.75
09/22/2021,Expense,Income Capitals ,Income Capitals ,laptop - Macbook,-2281.65,19999803.1
09/22/2021,Expense,Income Capitals ,Income Capitals ,laptop - Macbook,-2281.65,19997521.45
09/22/2021,Expense,Income Capitals ,"Income Capitals , Pradeep Laptop Reimb",Account1,2281.65,19999803.1
09/27/2021,Transfer,,PaymentServiceB Checking **7257,Savings (6977),50000,20049803.1
09/27/2021,Transfer,,PaymentServiceB Checking **7257,Savings (6977),50000,20099803.1
09/27/2021,Transfer,,PaymentServiceB Checking **7257,Savings (6977),50000,20149803.1
09/27/2021,Transfer,,PaymentServiceB Checking **7257,Account1,-50000,20099803.1
09/27/2021,Expense,Income Capitals ,"Income Capitals , Akhil payment for time till Sep 3",Account1,14990,20114793.1
09/27/2021,Expense,Income Capitals ,Income Capitals ,Professional Service Charges,-14990,20099803.1
09/27/2021,Expense,Income Capitals ,"Income Capitals , Akhil payment for time till Sep 3",Account1,14990,20114793.1
09/27/2021,Expense,Income Capitals ,Income Capitals ,Professional Service Charges,-14990,20099803.1
09/27/2021,Transfer,,PaymentServiceB Checking **7257,Account1,-50000,20049803.1
09/27/2021,Transfer,,PaymentServiceB Checking **7257,Account1,-50000,19999803.1
09/27/2021,Expense,Income Capitals ,"Income Capitals , Akhil payment for time till Sep 3",Account1,14990,20014793.1
09/27/2021,Expense,Income Capitals ,Income Capitals ,Professional Service Charges,-14990,19999803.1
09/27/2021,Transfer,,PaymentServiceB Checking **7257,Savings (6977),50000,20049803.1
09/27/2021,Transfer,,PaymentServiceB Checking **7257,Account1,-50000,19999803.1
09/27/2021,Expense,Income Capitals ,"Income Capitals , Akhil payment for time till Sep 3",Account1,14990,20014793.1
09/27/2021,Expense,Income Capitals ,Income Capitals ,Professional Service Charges,-14990,19999803.1
09/30/2021,Expense,Adobe,,Tools & Subscription - S&M,15.96,19999819.06
09/30/2021,Expense,Adobe,Mike ross,Credit Card - Ramp,15.96,19999835.02
09/30/2021,Expense,Adobe,Mike ross,Credit Card - Ramp,15.96,19999850.98
09/30/2021,Expense,Adobe,,Tools & Subscription - S&M,15.96,19999866.94
09/30/2021,Expense,Adobe,Mike ross,Credit Card - Ramp,15.96,19999882.9
09/30/2021,Expense,Adobe,,Tools & Subscription - S&M,15.96,19999898.86
09/30/2021,Expense,Adobe,,Tools & Subscription - S&M,15.96,19999914.82
10/01/2021,Expense,Income Capitals ,Income Capitals ,Professional Service Charges,-4761.09,19995153.73
10/01/2021,Expense,Income Capitals ,Income Capitals ,laptop - Macbook,-2015.34,19993138.39
10/01/2021,Expense,Income Capitals ,Income Capitals ,laptop - Macbook,-2015.34,19991123.05
10/01/2021,Deposit,,Interest Accrual,Interest Received,0.95,19991124
10/01/2021,Expense,Slack,Mike ross,Credit Card - Ramp,78.46,19991202.46
10/01/2021,Expense,Slack,,Tools & Subscription - G&A,78.46,19991280.92
10/01/2021,Expense,Income Capitals ,"Income Capitals , Tejas - July Sal",Account1,4761.09,19996042.01
10/01/2021,Expense,Income Capitals ,"Income Capitals , Tejas - July Sal",Account1,4761.09,20000803.1
10/01/2021,Deposit,,Interest Accrual,Savings (6977),0.95,20000804.05
10/01/2021,Expense,Income Capitals ,"Income Capitals , Tejas - July Sal",Account1,4761.09,20005565.14
10/01/2021,Deposit,,Interest Accrual,Interest Received,0.95,20005566.09
10/01/2021,Deposit,,Interest Accrual,Interest Received,0.95,20005567.04
10/01/2021,Expense,Income Capitals ,Income Capitals ,Professional Service Charges,-4761.09,20000805.95
10/01/2021,Expense,Slack,,Tools & Subscription - G&A,78.46,20000884.41
10/01/2021,Expense,Income Capitals ,"Income Capitals , Aheilan Laptop",Account1,2015.34,20002899.75
10/01/2021,Expense,Income Capitals ,Income Capitals ,laptop - Macbook,-2015.34,20000884.41
10/01/2021,Expense,Slack,,Tools & Subscription - G&A,78.46,20000962.87
10/01/2021,Expense,Income Capitals ,"Income Capitals , Aheilan Laptop",Account1,2015.34,20002978.21
10/01/2021,Expense,Income Capitals ,Income Capitals ,Professional Service Charges,-4761.09,19998217.12
10/01/2021,Expense,Income Capitals ,"Income Capitals , Tejas - July Sal",Account1,4761.09,20002978.21
10/01/2021,Expense,Income Capitals ,Income Capitals ,laptop - Macbook,-2015.34,20000962.87
10/01/2021,Deposit,,Interest Accrual,Savings (6977),0.95,20000963.82
10/01/2021,Deposit,,Interest Accrual,Savings (6977),0.95,20000964.77
10/01/2021,Expense,Income Capitals ,"Income Capitals , Aheilan Laptop",Account1,2015.34,20002980.11
10/01/2021,Expense,Income Capitals ,Income Capitals ,Professional Service Charges,-4761.09,19998219.02
10/01/2021,Deposit,,Interest Accrual,Interest Received,0.95,19998219.97
10/01/2021,Expense,Slack,Mike ross,Credit Card - Ramp,78.46,19998298.43
10/01/2021,Expense,Slack,,Tools & Subscription - G&A,78.46,19998376.89
10/01/2021,Expense,Slack,Mike ross,Credit Card - Ramp,78.46,19998455.35
10/01/2021,Expense,Income Capitals ,"Income Capitals , Aheilan Laptop",Account1,2015.34,20000470.69
10/02/2021,Expense,Google G Suite,Mike ross,Credit Card - Ramp,69.95,20000540.64
10/02/2021,Expense,Google G Suite,,Tools & Subscription - G&A,69.95,20000610.59
10/02/2021,Expense,Google G Suite,Mike ross,Credit Card - Ramp,69.95,20000680.54
10/02/2021,Expense,Google G Suite,,Tools & Subscription - G&A,69.95,20000750.49
10/02/2021,Expense,Google G Suite,,Tools & Subscription - G&A,69.95,20000820.44
10/02/2021,Expense,Google G Suite,,Tools & Subscription - G&A,69.95,20000890.39
10/02/2021,Expense,Google G Suite,Mike ross,Credit Card - Ramp,69.95,20000960.34
10/03/2021,Expense,Mazurek Co,,Tools & Subscription - G&A,29.95,20000990.29
10/03/2021,Expense,Mazurek Co,Harvey Spector,Credit Card - Ramp,29.95,20001020.24
10/03/2021,Expense,Mazurek Co,,Tools & Subscription - G&A,29.95,20001050.19
10/03/2021,Expense,Mazurek Co,,Tools & Subscription - G&A,29.95,20001080.14
10/03/2021,Expense,Mazurek Co,Harvey Spector,Credit Card - Ramp,29.95,20001110.09
10/03/2021,Expense,Mazurek Co,,Tools & Subscription - G&A,29.95,20001140.04
10/03/2021,Expense,Mazurek Co,Harvey Spector,Credit Card - Ramp,29.95,20001169.99
10/04/2021,Expense,Roberts Zimmerman PLLC,"Roberts Zimmerman PLLC, Legal fees - Ryan Roberts",Account1,6000,20007169.99
10/04/2021,Expense,Roberts Zimmerman PLLC,"Roberts Zimmerman PLLC, Legal fees - Ryan Roberts",Account1,6000,20013169.99
10/04/2021,Expense,Roberts Zimmerman PLLC,"Roberts Zimmerman PLLC, Legal fees - Ryan Roberts",Account1,6000,20019169.99
10/04/2021,Expense,Roberts Zimmerman PLLC,Roberts Zimmerman PLLC,Legal & accounting services:Legal Fees,-6000,20013169.99
10/04/2021,Expense,Roberts Zimmerman PLLC,Roberts Zimmerman PLLC,Legal & accounting services:Legal Fees,-6000,20007169.99
10/04/2021,Expense,Roberts Zimmerman PLLC,Roberts Zimmerman PLLC,Legal & accounting services:Legal Fees,-6000,20001169.99
10/04/2021,Expense,Roberts Zimmerman PLLC,Roberts Zimmerman PLLC,Legal & accounting services:Legal Fees,-6000,19995169.99
10/04/2021,Expense,Roberts Zimmerman PLLC,"Roberts Zimmerman PLLC, Legal fees - Ryan Roberts",Account1,6000,20001169.99
10/06/2021,Expense,Conversion.Ai,Harvey Spector,Tools & Subscription - S&M,119,20001288.99
10/06/2021,Expense,Income Capitals ,Income Capitals ,Professional Service Charges,-3481.42,19997807.57
10/06/2021,Expense,Income Capitals ,"Income Capitals , Ahielan - Sept Sal",Account1,3481.42,20001288.99
10/06/2021,Expense,Income Capitals ,"Income Capitals , Ahielan - Sept Sal",Account1,3481.42,20004770.41
10/06/2021,Expense,Conversion.Ai,Harvey Spector,Credit Card - Ramp,119,20004889.41
10/06/2021,Expense,Income Capitals ,Income Capitals ,Professional Service Charges,-3481.42,20001407.99
10/06/2021,Expense,Income Capitals ,Income Capitals ,Professional Service Charges,-3481.42,19997926.57
10/06/2021,Expense,Conversion.Ai,Harvey Spector,Credit Card - Ramp,119,19998045.57
10/06/2021,Expense,Conversion.Ai,Harvey Spector,Credit Card - Ramp,119,19998164.57
10/06/2021,Expense,Conversion.Ai,Harvey Spector,Tools & Subscription - S&M,119,19998283.57
10/06/2021,Expense,Income Capitals ,Income Capitals ,Professional Service Charges,-3481.42,19994802.15
10/06/2021,Expense,Conversion.Ai,Harvey Spector,Tools & Subscription - S&M,119,19994921.15
10/06/2021,Expense,Conversion.Ai,Harvey Spector,Tools & Subscription - S&M,119,19995040.15
10/06/2021,Expense,Income Capitals ,"Income Capitals , Ahielan - Sept Sal",Account1,3481.42,19998521.57
10/06/2021,Expense,Income Capitals ,"Income Capitals , Ahielan - Sept Sal",Account1,3481.42,20002002.99
10/07/2021,Expense,Mailchimp,Mike ross,Credit Card - Ramp,20.51,20002023.5
10/07/2021,Expense,Mailchimp,Mike ross,Credit Card - Ramp,20.51,20002044.01
10/07/2021,Expense,Mailchimp,,Tools & Subscription - G&A,20.51,20002064.52
10/07/2021,Expense,Mailchimp,,Tools & Subscription - G&A,20.51,20002085.03
10/07/2021,Expense,Mailchimp,,Tools & Subscription - G&A,20.51,20002105.54
10/07/2021,Expense,Mailchimp,,Tools & Subscription - G&A,20.51,20002126.05
10/07/2021,Expense,Mailchimp,Mike ross,Credit Card - Ramp,20.51,20002146.56
10/11/2021,Expense,Heroku,Balapavan Tirumani,Credit Card - Ramp,7.01,20002153.57
10/11/2021,Expense,Heroku,Balapavan Tirumani,Tools & Subscription - S&M,7.01,20002160.58
10/11/2021,Expense,Heroku,Balapavan Tirumani,Tools & Subscription - S&M,7.01,20002167.59
10/11/2021,Expense,Heroku,Balapavan Tirumani,Tools & Subscription - S&M,7.01,20002174.6
10/11/2021,Expense,Heroku,Balapavan Tirumani,Tools & Subscription - S&M,7.01,20002181.61
10/11/2021,Expense,Heroku,Balapavan Tirumani,Credit Card - Ramp,7.01,20002188.62
10/11/2021,Expense,Heroku,Balapavan Tirumani,Credit Card - Ramp,7.01,20002195.63
10/13/2021,Expense,Zoom,,Tools & Subscription - G&A,170.51,20002366.14
10/13/2021,Expense,Figma,,Tools & Subscription - G&A,105,20002471.14
10/13/2021,Expense,Zoom,,Tools & Subscription - G&A,170.51,20002641.65
10/13/2021,Expense,Zoom,,Tools & Subscription - G&A,170.51,20002812.16
10/13/2021,Expense,Figma,,Tools & Subscription - G&A,105,20002917.16
10/13/2021,Expense,Zoom,Chris George,Credit Card - Ramp,170.51,20003087.67
10/13/2021,Expense,Figma,Mike ross,Credit Card - Ramp,105,20003192.67
10/13/2021,Expense,Figma,Mike ross,Credit Card - Ramp,105,20003297.67
10/13/2021,Expense,Figma,Mike ross,Credit Card - Ramp,105,20003402.67
10/13/2021,Expense,Zoom,Chris George,Credit Card - Ramp,170.51,20003573.18
10/13/2021,Expense,Zoom,Chris George,Credit Card - Ramp,170.51,20003743.69
10/13/2021,Expense,Figma,,Tools & Subscription - G&A,105,20003848.69
10/13/2021,Expense,Figma,,Tools & Subscription - G&A,105,20003953.69
10/13/2021,Expense,Zoom,,Tools & Subscription - G&A,170.51,20004124.2
10/18/2021,Expense,Ghost,,Tools & Subscription - G&A,31,20004155.2
10/18/2021,Expense,Ghost,,Tools & Subscription - G&A,31,20004186.2
10/18/2021,Expense,Ghost,Harvey Spector,Credit Card - Ramp,31,20004217.2
10/18/2021,Expense,Ghost,,Tools & Subscription - G&A,31,20004248.2
10/18/2021,Expense,Ghost,,Tools & Subscription - G&A,31,20004279.2
10/18/2021,Expense,Ghost,Harvey Spector,Credit Card - Ramp,31,20004310.2
10/18/2021,Expense,Ghost,Harvey Spector,Credit Card - Ramp,31,20004341.2
10/20/2021,Credit Card Payment,,RAMP BUSINESS CO,Account1,-994.1,20003347.1
10/20/2021,Expense,Namecheap,Harvey Spector,Credit Card - Ramp,1.18,20003348.28
10/20/2021,Credit Card Payment,,RAMP BUSINESS CO,Account1,-994.1,20002354.18
10/20/2021,Expense,Big Company ,Big Company ,Account1,-40000,19962354.18
10/20/2021,Expense,Namecheap,,Tools & Subscription - G&A,1.18,19962355.36
10/20/2021,Transfer,,PaymentServiceB Checking **7257,Account1,-40000,19922355.36
10/20/2021,Expense,Big Company ,Big Company ,Accounts Payable (A/P),-40000,19882355.36
10/20/2021,Credit Card Payment,,RAMP BUSINESS CO,Account1,-994.1,19881361.26
10/20/2021,Transfer,,PaymentServiceB Checking **7257,Account1,-40000,19841361.26
10/20/2021,Expense,Big Company ,Big Company ,Accounts Payable (A/P),-40000,19801361.26
10/20/2021,Expense,Namecheap,Harvey Spector,Credit Card - Ramp,1.18,19801362.44
10/20/2021,Expense,Big Company ,Big Company ,Accounts Payable (A/P),-40000,19761362.44
10/20/2021,Expense,Big Company ,Big Company ,Accounts Payable (A/P),-40000,19721362.44
10/20/2021,Expense,Namecheap,,Tools & Subscription - G&A,1.18,19721363.62
10/20/2021,Expense,Namecheap,,Tools & Subscription - G&A,1.18,19721364.8
10/20/2021,Credit Card Payment,,RAMP BUSINESS CO,Credit Card - Ramp,-994.1,19720370.7
10/20/2021,Credit Card Payment,,RAMP BUSINESS CO,Credit Card - Ramp,-994.1,19719376.6
10/20/2021,Transfer,,PaymentServiceB Checking **7257,Savings (6977),40000,19759376.6
10/20/2021,Expense,Namecheap,,Tools & Subscription - G&A,1.18,19759377.78
10/20/2021,Transfer,,PaymentServiceB Checking **7257,Savings (6977),40000,19799377.78
10/20/2021,Credit Card Payment,,RAMP BUSINESS CO,Credit Card - Ramp,-994.1,19798383.68
10/20/2021,Expense,Big Company ,Big Company ,Account1,-40000,19758383.68
10/20/2021,Expense,Big Company ,Big Company ,Account1,-40000,19718383.68
10/20/2021,Expense,Big Company ,Big Company ,Account1,-40000,19678383.68
10/20/2021,Credit Card Payment,,RAMP BUSINESS CO,Account1,-994.1,19677389.58
10/20/2021,Transfer,,PaymentServiceB Checking **7257,Account1,-40000,19637389.58
10/20/2021,Transfer,,PaymentServiceB Checking **7257,Account1,-40000,19597389.58
10/20/2021,Expense,Namecheap,Harvey Spector,Credit Card - Ramp,1.18,19597390.76
10/20/2021,Transfer,,PaymentServiceB Checking **7257,Savings (6977),40000,19637390.76
10/20/2021,Credit Card Payment,,RAMP BUSINESS CO,Credit Card - Ramp,-994.1,19636396.66
10/20/2021,Transfer,,PaymentServiceB Checking **7257,Savings (6977),40000,19676396.66
10/21/2021,Expense,Product Hunt,Harvey Spector,Advertising & marketing,79,19676475.66
10/21/2021,Expense,Product Hunt,Harvey Spector,Advertising & marketing,79,19676554.66
10/21/2021,Expense,Product Hunt,Harvey Spector,Advertising & marketing,79,19676633.66
10/21/2021,Expense,Product Hunt,Harvey Spector,Credit Card - Ramp,79,19676712.66
10/21/2021,Expense,Product Hunt,Harvey Spector,Credit Card - Ramp,79,19676791.66
10/21/2021,Expense,Product Hunt,Harvey Spector,Credit Card - Ramp,79,19676870.66
10/21/2021,Expense,Product Hunt,Harvey Spector,Credit Card - Ramp,79,19676949.66
10/21/2021,Expense,Product Hunt,Harvey Spector,Advertising & marketing,79,19677028.66
10/22/2021,Expense,Dovetail,,Tools & Subscription - G&A,27.48,19677056.14
10/22/2021,Expense,Dovetail,,Tools & Subscription - G&A,27.48,19677083.62
10/22/2021,Expense,Dovetail,,Tools & Subscription - G&A,27.48,19677111.1
10/22/2021,Expense,Dovetail,Harvey Spector,Credit Card - Ramp,27.48,19677138.58
10/22/2021,Expense,Dovetail,Harvey Spector,Credit Card - Ramp,27.48,19677166.06
10/22/2021,Expense,Dovetail,Harvey Spector,Credit Card - Ramp,27.48,19677193.54
10/22/2021,Expense,Dovetail,,Tools & Subscription - G&A,27.48,19677221.02
10/23/2021,Expense,Superhuman,,Professional Service Charges,30,19677251.02
10/23/2021,Expense,Superhuman,,Professional Service Charges,30,19677281.02
10/23/2021,Expense,Superhuman,,Professional Service Charges,30,19677311.02
10/23/2021,Expense,Superhuman,Mike ross,Credit Card - Ramp,30,19677341.02
10/23/2021,Expense,Superhuman,Mike ross,Credit Card - Ramp,30,19677371.02
10/23/2021,Expense,Superhuman,,Professional Service Charges,30,19677401.02
10/23/2021,Expense,Superhuman,Mike ross,Credit Card - Ramp,30,19677431.02
10/23/2021,Expense,Superhuman,Mike ross,Credit Card - Ramp,30,19677461.02
10/26/2021,Credit Card Credit,Superhuman,Mike ross,Credit Card - Ramp,-30,19677431.02
10/26/2021,Credit Card Credit,Superhuman,Mike ross,Credit Card - Ramp,-30,19677401.02
10/26/2021,Credit Card Credit,Superhuman,Mike ross,Credit Card - Ramp,-30,19677371.02
10/26/2021,Credit Card Credit,Superhuman,,Professional Service Charges,-30,19677341.02
10/26/2021,Credit Card Credit,Superhuman,,Professional Service Charges,-30,19677311.02
10/26/2021,Credit Card Credit,Superhuman,,Professional Service Charges,-30,19677281.02
10/26/2021,Credit Card Credit,Superhuman,Mike ross,Credit Card - Ramp,-30,19677251.02
10/26/2021,Credit Card Credit,Superhuman,,Professional Service Charges,-30,19677221.02
10/27/2021,Expense,Sendinblue,Balapavan Tirumani,Credit Card - Ramp,52.02,19677273.04
10/27/2021,Expense,Namecheap,,Tools & Subscription - G&A,6.16,19677279.2
10/27/2021,Expense,Splitbee,,Tools & Subscription - G&A,16.52,19677295.72
10/27/2021,Expense,Sendinblue,,Tools & Subscription - G&A,52.02,19677347.74
